<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.17	15:51:00	131260	131380	131255	131360	15533	51021	5
2025.02.17	15:54:00	131365	131390	131315	131370	10862	35723	5
2025.02.17	15:57:00	131375	131375	131300	131325	7362	23544	5
2025.02.17	16:00:00	131330	131425	131325	131375	13787	49501	5
2025.02.17	16:03:00	131380	131380	131310	131315	8852	30902	5
2025.02.17	16:06:00	131320	131335	131265	131280	11486	39883	5
2025.02.17	16:09:00	131275	131345	131245	131290	13853	48334	5
2025.02.17	16:12:00	131290	131295	131225	131230	8311	28037	5
2025.02.17	16:15:00	131225	131360	131210	131320	17195	61863	5
2025.02.17	16:18:00	131320	131380	131315	131350	12236	40218	5
2025.02.17	16:21:00	131355	131385	131345	131365	4880	14946	5
2025.02.17	16:24:00	131360	131370	131320	131335	5929	18897	5
2025.02.17	16:27:00	131330	131490	131325	131475	24746	93515	5
2025.02.17	16:30:00	131475	131550	131405	131450	23622	77622	5
2025.02.17	16:33:00	131450	131525	131445	131475	12923	44027	5
2025.02.17	16:36:00	131475	131495	131450	131480	4803	15848	5
2025.02.17	16:39:00	131475	131540	131470	131510	7933	25800	5
2025.02.17	16:42:00	131510	131545	131500	131525	6531	23068	5
2025.02.17	16:45:00	131525	131635	131475	131560	21268	75076	5
2025.02.17	16:48:00	131555	131575	131520	131540	7488	26162	5
2025.02.17	16:51:00	131545	131575	131515	131575	6817	22191	5
2025.02.17	16:54:00	131575	131575	131475	131490	12148	40650	5
2025.02.17	16:57:00	131490	131495	131450	131490	9271	28364	5
2025.02.17	17:00:00	131485	131545	131430	131470	14080	43453	5
2025.02.17	17:03:00	131470	131500	131445	131470	6974	21152	5
2025.02.17	17:06:00	131465	131475	131445	131455	3819	11224	5
2025.02.17	17:09:00	131455	131460	131380	131420	14073	41436	5
2025.02.17	17:12:00	131425	131425	131380	131385	6844	20926	5
2025.02.17	17:15:00	131380	131415	131300	131325	14817	48844	5
2025.02.17	17:18:00	131325	131340	131285	131300	8034	24292	5
2025.02.17	17:21:00	131295	131370	131280	131350	10237	32919	5
2025.02.17	17:24:00	131355	131445	131345	131405	12590	41177	5
2025.02.17	17:27:00	131405	131445	131385	131430	8318	25904	5
2025.02.17	17:30:00	131430	131440	131325	131345	14069	46663	5
2025.02.17	17:33:00	131350	131375	131335	131345	4552	14910	5
2025.02.17	17:36:00	131345	131370	131330	131330	4343	12539	5
2025.02.17	17:39:00	131335	131385	131205	131225	16222	51314	5
2025.02.17	17:42:00	131220	131280	131215	131240	10562	30007	5
2025.02.17	17:45:00	131245	131265	131055	131065	24725	74363	5
2025.02.17	17:48:00	131065	131135	131040	131065	14690	43223	5
2025.02.17	17:51:00	131060	131085	130960	130990	15618	45105	5
2025.02.17	17:54:00	130985	131075	130920	130935	19719	60022	5
2025.02.17	17:57:00	130930	131005	130880	130990	18857	62037	5
2025.02.17	18:00:00	130990	131015	130945	130970	9400	27688	5
2025.02.17	18:03:00	130970	130980	130880	130900	7965	25645	5
2025.02.17	18:06:00	130900	130935	130760	130870	15548	54495	5
2025.02.17	18:09:00	130870	130890	130820	130860	8200	25980	5
2025.02.17	18:12:00	130860	130905	130815	130850	6330	20015	5
2025.02.17	18:15:00	130845	130905	130840	130855	5034	15051	5
2025.02.17	18:18:00	130855	130895	130820	130850	5178	15442	5
2025.02.17	18:21:00	130855	130915	130855	130895	3607	10598	5
2025.02.17	18:24:00	130900	130915	130865	130880	1387	9979	5
2025.02.18	09:00:00	131300	131325	130870	130900	67602	188115	5
2025.02.18	09:03:00	130900	130945	130760	130810	46704	127199	5
2025.02.18	09:06:00	130805	130900	130690	130845	47270	144895	5
2025.02.18	09:09:00	130840	130875	130750	130790	32267	106286	5
2025.02.18	09:12:00	130795	130845	130710	130840	24969	78241	5
2025.02.18	09:15:00	130835	130850	130775	130780	16435	49088	5
2025.02.18	09:18:00	130780	130805	130735	130790	18145	52769	5
2025.02.18	09:21:00	130795	130795	130730	130760	11462	34982	5
2025.02.18	09:24:00	130755	130785	130745	130765	6689	22359	5
2025.02.18	09:27:00	130765	130780	130715	130770	12523	39276	5
2025.02.18	09:30:00	130770	130875	130765	130865	27180	81723	5
2025.02.18	09:33:00	130870	130990	130855	130900	44634	143829	5
2025.02.18	09:36:00	130900	131060	130900	131025	38657	120877	5
2025.02.18	09:39:00	131030	131030	130875	130945	41254	136385	5
2025.02.18	09:42:00	130950	130970	130925	130950	7923	25455	5
2025.02.18	09:45:00	130955	131020	130950	130985	18975	55687	5
2025.02.18	09:48:00	130985	131010	130965	130980	7853	24388	5
2025.02.18	09:51:00	130985	131045	130955	130965	16515	54318	5
2025.02.18	09:54:00	130960	131080	130960	131020	22231	71173	5
2025.02.18	09:57:00	131020	131080	131015	131075	8804	28512	5
2025.02.18	10:00:00	131070	131160	131030	131125	41017	134492	5
2025.02.18	10:03:00	131130	131145	130935	131035	49063	154530	5
2025.02.18	10:06:00	131035	131075	130885	130990	55841	178707	5
2025.02.18	10:09:00	130985	131055	130925	130945	32940	102981	5
2025.02.18	10:12:00	130945	130995	130830	130865	43181	140267	5
2025.02.18	10:15:00	130865	130880	130625	130635	74332	258391	5
2025.02.18	10:18:00	130630	130645	130425	130440	66505	245966	5
2025.02.18	10:21:00	130440	130545	130410	130530	34992	119634	5
2025.02.18	10:24:00	130530	130535	130300	130305	42247	135272	5
2025.02.18	10:27:00	130305	130410	130295	130395	34643	110923	5
2025.02.18	10:30:00	130395	130475	130355	130445	26039	81983	5
2025.02.18	10:33:00	130445	130490	130320	130335	31638	101459	5
2025.02.18	10:36:00	130335	130605	130310	130600	57148	186946	5
2025.02.18	10:39:00	130600	130730	130590	130725	39172	133828	5
2025.02.18	10:42:00	130725	130775	130595	130615	40356	136533	5
2025.02.18	10:45:00	130610	130915	130605	130830	58148	196686	5
2025.02.18	10:48:00	130825	130830	130645	130695	40701	146049	5
2025.02.18	10:51:00	130690	130775	130650	130750	23471	86712	5
2025.02.18	10:54:00	130750	130785	130685	130755	20992	72430	5
2025.02.18	10:57:00	130755	130875	130725	130845	23058	78576	5
2025.02.18	11:00:00	130845	130875	130720	130740	28886	98239	5
2025.02.18	11:03:00	130740	130805	130705	130795	19075	66775	5
2025.02.18	11:06:00	130795	130810	130690	130740	25693	87436	5
2025.02.18	11:09:00	130740	130795	130640	130740	38871	132339	5
2025.02.18	11:12:00	130740	130905	130740	130895	33678	118562	5
2025.02.18	11:15:00	130895	130895	130830	130845	17671	60737	5
2025.02.18	11:18:00	130845	130995	130840	130930	26758	89901	5
2025.02.18	11:21:00	130925	130945	130860	130895	18114	65713	5
2025.02.18	11:24:00	130895	130990	130875	130935	21609	73397	5
2025.02.18	11:27:00	130930	131035	130910	131035	23044	78470	5
2025.02.18	11:30:00	131035	131150	131025	131040	53871	189348	5
2025.02.18	11:33:00	131040	131160	130965	131050	38470	128723	5
2025.02.18	11:36:00	131045	131105	130935	131030	33352	119300	5
2025.02.18	11:39:00	131030	131115	130925	131065	37112	130725	5
2025.02.18	11:42:00	131065	131080	130965	131055	20677	72291	5
2025.02.18	11:45:00	131055	131100	131005	131030	20664	73773	5
2025.02.18	11:48:00	131035	131060	130925	130980	25653	99257	5
2025.02.18	11:51:00	130985	131015	130960	130975	10372	35075	5
2025.02.18	11:54:00	130970	131055	130955	131040	14006	45394	5
2025.02.18	11:57:00	131040	131070	130985	131005	15160	50719	5
2025.02.18	12:00:00	131005	131235	131000	131205	37527	130143	5
2025.02.18	12:03:00	131205	131265	131160	131235	28390	106707	5
2025.02.18	12:06:00	131240	131295	131190	131230	23379	84246	5
2025.02.18	12:09:00	131235	131340	131190	131335	25609	87915	5
2025.02.18	12:12:00	131335	131455	131330	131405	33301	121935	5
2025.02.18	12:15:00	131405	131485	131395	131440	23234	80091	5
2025.02.18	12:18:00	131440	131485	131375	131435	17690	58774	5
2025.02.18	12:21:00	131435	131480	131380	131450	15894	59054	5
2025.02.18	12:24:00	131450	131465	131405	131410	9495	30947	5
2025.02.18	12:27:00	131410	131505	131405	131495	13954	50253	5
2025.02.18	12:30:00	131500	131540	131445	131455	19759	67658	5
2025.02.18	12:33:00	131455	131550	131455	131525	11949	40224	5
2025.02.18	12:36:00	131530	131530	131425	131455	15482	53367	5
2025.02.18	12:39:00	131455	131540	131445	131525	12024	45046	5
2025.02.18	12:42:00	131525	131580	131515	131580	13916	51357	5
2025.02.18	12:45:00	131580	131610	131505	131535	19546	73291	5
2025.02.18	12:48:00	131530	131560	131515	131525	7734	27780	5
2025.02.18	12:51:00	131530	131550	131460	131505	13827	48888	5
2025.02.18	12:54:00	131505	131515	131420	131435	15738	57853	5
2025.02.18	12:57:00	131440	131465	131425	131455	8015	27908	5
2025.02.18	13:00:00	131455	131475	131365	131380	21071	68625	5
2025.02.18	13:03:00	131375	131460	131355	131450	17293	60691	5
2025.02.18	13:06:00	131455	131460	131395	131405	8152	27015	5
2025.02.18	13:09:00	131405	131410	131330	131375	14045	47347	5
2025.02.18	13:12:00	131375	131380	131320	131330	9794	33430	5
2025.02.18	13:15:00	131335	131375	131310	131365	12012	42858	5
2025.02.18	13:18:00	131365	131460	131360	131430	20550	75271	5
2025.02.18	13:21:00	131430	131465	131330	131380	20344	78623	5
2025.02.18	13:24:00	131380	131410	131345	131370	8604	30294	5
2025.02.18	13:27:00	131365	131405	131355	131380	5529	20142	5
2025.02.18	13:30:00	131385	131435	131375	131410	8309	27441	5
2025.02.18	13:33:00	131410	131425	131390	131405	4858	15010	5
2025.02.18	13:36:00	131410	131430	131345	131355	9845	33850	5
2025.02.18	13:39:00	131355	131365	131275	131360	22051	79139	5
2025.02.18	13:42:00	131355	131400	131345	131395	8774	31457	5
2025.02.18	13:45:00	131400	131440	131360	131405	13385	46144	5
2025.02.18	13:48:00	131405	131435	131380	131435	7134	24769	5
2025.02.18	13:51:00	131430	131435	131370	131400	7797	27605	5
2025.02.18	13:54:00	131400	131455	131385	131450	9746	32888	5
2025.02.18	13:57:00	131450	131460	131385	131405	9275	32241	5
2025.02.18	14:00:00	131405	131440	131335	131335	14507	51389	5
2025.02.18	14:03:00	131340	131380	131320	131325	8567	31911	5
2025.02.18	14:06:00	131325	131345	131310	131325	6895	24235	5
2025.02.18	14:09:00	131330	131360	131305	131310	7736	26295	5
2025.02.18	14:12:00	131305	131320	131235	131305	23349	88548	5
2025.02.18	14:15:00	131300	131335	131275	131280	10270	37738	5
2025.02.18	14:18:00	131280	131310	131210	131225	19028	72955	5
2025.02.18	14:21:00	131225	131240	131165	131190	17984	72618	5
2025.02.18	14:24:00	131195	131220	131180	131210	6374	24313	5
2025.02.18	14:27:00	131215	131215	131135	131190	16090	62449	5
2025.02.18	14:30:00	131190	131245	131170	131240	11489	39454	5
2025.02.18	14:33:00	131235	131280	131205	131225	13684	50788	5
2025.02.18	14:36:00	131225	131230	131150	131165	13665	48476	5
2025.02.18	14:39:00	131165	131165	131115	131135	12028	38942	5
2025.02.18	14:42:00	131135	131170	131110	131125	9440	31644	5
2025.02.18	14:45:00	131125	131125	131050	131110	19291	68071	5
2025.02.18	14:48:00	131105	131160	131085	131130	10820	37246	5
2025.02.18	14:51:00	131130	131135	131080	131090	8964	33523	5
2025.02.18	14:54:00	131090	131110	131035	131065	12749	45328	5
2025.02.18	14:57:00	131070	131080	130935	130965	21985	87619	5
2025.02.18	15:00:00	130960	130995	130900	130985	20022	76414	5
2025.02.18	15:03:00	130980	131035	130935	131010	14352	52166	5
2025.02.18	15:06:00	131010	131035	130995	131005	7636	29503	5
2025.02.18	15:09:00	131005	131010	130955	130990	9939	37566	5
2025.02.18	15:12:00	130990	131000	130940	130960	10032	36521	5
2025.02.18	15:15:00	130960	130970	130825	130845	24765	95012	5
2025.02.18	15:18:00	130845	130880	130795	130855	18791	73944	5
2025.02.18	15:21:00	130855	130870	130695	130720	23717	104511	5
2025.02.18	15:24:00	130720	130745	130680	130725	14101	54959	5
2025.02.18	15:27:00	130720	130770	130685	130695	13785	54882	5
2025.02.18	15:30:00	130690	130730	130660	130720	12754	44157	5
2025.02.18	15:33:00	130715	130760	130695	130735	8852	33630	5
2025.02.18	15:36:00	130735	130820	130730	130800	16718	65347	5
2025.02.18	15:39:00	130795	130855	130685	130730	23187	91507	5
2025.02.18	15:42:00	130730	130755	130670	130685	11368	41685	5
2025.02.18	15:45:00	130690	130700	130640	130655	13690	46197	5
2025.02.18	15:48:00	130655	130780	130620	130735	26442	106520	5
2025.02.18	15:51:00	130730	130745	130685	130710	7667	28969	5
2025.02.18	15:54:00	130710	130735	130685	130710	6631	25076	5
2025.02.18	15:57:00	130710	130780	130710	130780	7241	25477	5
2025.02.18	16:00:00	130775	130855	130765	130765	19128	75602	5
2025.02.18	16:03:00	130765	130820	130755	130785	8574	34833	5
2025.02.18	16:06:00	130785	130810	130710	130725	10682	41191	5
2025.02.18	16:09:00	130725	130805	130710	130805	9762	37631	5
2025.02.18	16:12:00	130800	130830	130780	130830	6532	24335	5
2025.02.18	16:15:00	130825	130835	130795	130825	5104	20636	5
2025.02.18	16:18:00	130820	130845	130820	130830	5020	19906	5
2025.02.18	16:21:00	130830	130850	130810	130815	5340	19715	5
2025.02.18	16:24:00	130815	130875	130775	130795	13931	52936	5
2025.02.18	16:27:00	130800	130805	130765	130765	5822	22799	5
2025.02.18	16:30:00	130760	130815	130760	130810	5753	21825	5
2025.02.18	16:33:00	130810	130825	130740	130740	8491	30692	5
2025.02.18	16:36:00	130740	130810	130740	130800	6416	22375	5
2025.02.18	16:39:00	130800	130815	130785	130810	3805	14340	5
2025.02.18	16:42:00	130815	130820	130785	130800	3416	12700	5
2025.02.18	16:45:00	130805	130810	130785	130805	3037	11116	5
2025.02.18	16:48:00	130810	130845	130740	130765	12063	45377	5
2025.02.18	16:51:00	130760	130780	130730	130735	6099	22372	5
2025.02.18	16:54:00	130735	130760	130625	130635	17085	64397	5
2025.02.18	16:57:00	130635	130650	130515	130535	17676	66765	5
2025.02.18	17:00:00	130530	130570	130400	130565	31582	135736	5
2025.02.18	17:03:00	130560	130560	130480	130510	10675	40843	5
2025.02.18	17:06:00	130510	130510	130415	130450	12106	45252	5
2025.02.18	17:09:00	130445	130470	130380	130380	11455	40635	5
2025.02.18	17:12:00	130380	130400	130310	130335	16549	61321	5
2025.02.18	17:15:00	130335	130480	130335	130465	16205	58304	5
2025.02.18	17:18:00	130460	130540	130445	130525	10355	36503	5
2025.02.18	17:21:00	130520	130600	130515	130580	10848	38092	5
2025.02.18	17:24:00	130575	130600	130545	130575	7808	25410	5
2025.02.18	17:27:00	130575	130580	130525	130545	6801	25735	5
2025.02.18	17:30:00	130545	130550	130425	130440	14964	59657	5
2025.02.18	17:33:00	130435	130505	130410	130480	10868	40754	5
2025.02.18	17:36:00	130480	130485	130340	130355	14013	52222	5
2025.02.18	17:39:00	130360	130485	130355	130470	12512	44598	5
2025.02.18	17:42:00	130470	130575	130460	130495	16835	65055	5
2025.02.18	17:45:00	130495	130515	130460	130500	6427	18703	5
2025.02.18	17:48:00	130500	130620	130490	130600	13764	54371	5
2025.02.18	17:51:00	130600	130620	130525	130545	10103	33940	5
2025.02.18	17:54:00	130545	130715	130530	130595	18279	68164	5
2025.02.18	17:57:00	130590	130610	130555	130575	6395	18820	5
2025.02.18	18:00:00	130570	130645	130520	130640	14143	44742	5
2025.02.18	18:03:00	130635	130725	130620	130690	11103	33070	5
2025.02.18	18:06:00	130695	130740	130625	130630	9002	28121	5
2025.02.18	18:09:00	130625	130655	130585	130630	6602	20844	5
2025.02.18	18:12:00	130630	130670	130625	130655	4791	15953	5
2025.02.18	18:15:00	130650	130695	130625	130640	5709	19341	5
2025.02.18	18:18:00	130635	130695	130600	130680	5231	19313	5
2025.02.18	18:21:00	130680	130760	130645	130735	4064	15842	5
2025.02.18	18:24:00	130730	130805	130720	130770	1916	12168	5
2025.02.19	09:00:00	130600	130620	130050	130305	91579	237003	5
2025.02.19	09:03:00	130305	130355	130165	130190	47481	127990	5
2025.02.19	09:06:00	130195	130295	130110	130225	32641	102782	5
2025.02.19	09:09:00	130220	130380	130175	130295	38649	119627	5
2025.02.19	09:12:00	130295	130310	130200	130225	26429	80685	5
2025.02.19	09:15:00	130225	130240	130060	130075	37391	118254	5
2025.02.19	09:18:00	130080	130080	129910	129910	46448	152412	5
2025.02.19	09:21:00	129910	129940	129835	129890	36369	122553	5
2025.02.19	09:24:00	129885	130050	129885	130015	34653	112261	5
2025.02.19	09:27:00	130010	130050	129985	130010	11258	36828	5
2025.02.19	09:30:00	130010	130095	129990	130035	24378	83806	5
2025.02.19	09:33:00	130040	130065	129915	129925	28313	89759	5
2025.02.19	09:36:00	129925	129945	129850	129915	33452	107382	5
2025.02.19	09:39:00	129915	129930	129805	129840	28344	89454	5
2025.02.19	09:42:00	129835	129845	129765	129800	20983	70426	5
2025.02.19	09:45:00	129800	129825	129615	129675	48287	165719	5
2025.02.19	09:48:00	129670	129680	129565	129605	25926	90652	5
2025.02.19	09:51:00	129600	129645	129495	129510	33138	115773	5
2025.02.19	09:54:00	129505	129565	129485	129500	20305	77641	5
2025.02.19	09:57:00	129500	129620	129475	129575	30229	99643	5
2025.02.19	10:00:00	129580	129655	129530	129585	30947	104202	5
2025.02.19	10:03:00	129585	129585	129505	129560	24758	83914	5
2025.02.19	10:06:00	129560	129585	129450	129540	34688	123010	5
2025.02.19	10:09:00	129545	129630	129495	129555	36344	120477	5
2025.02.19	10:12:00	129555	129645	129535	129570	20773	69789	5
2025.02.19	10:15:00	129565	129785	129550	129770	52196	180523	5
2025.02.19	10:18:00	129770	129905	129755	129865	47942	163938	5
2025.02.19	10:21:00	129865	129870	129705	129710	37620	125905	5
2025.02.19	10:24:00	129710	129755	129655	129750	31435	102006	5
2025.02.19	10:27:00	129750	129770	129625	129650	27002	83170	5
2025.02.19	10:30:00	129650	129700	129605	129670	20859	73039	5
2025.02.19	10:33:00	129670	129815	129670	129815	33908	110553	5
2025.02.19	10:36:00	129815	129825	129700	129740	24072	89066	5
2025.02.19	10:39:00	129740	129815	129715	129745	17188	71117	5
2025.02.19	10:42:00	129750	129800	129715	129785	12559	43540	5
2025.02.19	10:45:00	129785	129840	129760	129820	15214	50445	5
2025.02.19	10:48:00	129825	129945	129810	129930	26512	89180	5
2025.02.19	10:51:00	129930	129955	129870	129910	23353	78365	5
2025.02.19	10:54:00	129910	130055	129895	130055	29460	101927	5
2025.02.19	10:57:00	130055	130125	130005	130100	29861	109334	5
2025.02.19	11:00:00	130100	130160	129960	129980	44218	146910	5
2025.02.19	11:03:00	129980	129985	129895	129910	21341	73409	5
2025.02.19	11:06:00	129910	129915	129795	129795	34348	123216	5
2025.02.19	11:09:00	129795	129845	129770	129810	19584	67045	5
2025.02.19	11:12:00	129815	129880	129800	129825	16609	59654	5
2025.02.19	11:15:00	129825	129865	129745	129815	23567	81402	5
2025.02.19	11:18:00	129815	129935	129815	129855	23993	80136	5
2025.02.19	11:21:00	129850	129885	129790	129795	14310	48228	5
2025.02.19	11:24:00	129790	129865	129755	129775	17621	60132	5
2025.02.19	11:27:00	129780	129790	129625	129685	34150	120359	5
2025.02.19	11:30:00	129680	130010	129670	129950	64688	229326	5
2025.02.19	11:33:00	129955	130005	129865	129905	32497	121439	5
2025.02.19	11:36:00	129905	129920	129835	129865	23813	81796	5
2025.02.19	11:39:00	129870	130045	129865	130015	27737	92509	5
2025.02.19	11:42:00	130010	130065	129840	129875	33460	117973	5
2025.02.19	11:45:00	129880	129925	129855	129870	13102	44887	5
2025.02.19	11:48:00	129870	129905	129805	129830	28499	98617	5
2025.02.19	11:51:00	129825	129870	129770	129780	16797	61708	5
2025.02.19	11:54:00	129780	129900	129770	129855	16936	61066	5
2025.02.19	11:57:00	129850	129875	129795	129810	9269	33047	5
2025.02.19	12:00:00	129815	129860	129760	129855	19162	73532	5
2025.02.19	12:03:00	129855	129870	129775	129785	11588	43235	5
2025.02.19	12:06:00	129790	129880	129755	129845	13254	48124	5
2025.02.19	12:09:00	129845	129955	129810	129940	19759	71956	5
2025.02.19	12:12:00	129935	129945	129850	129855	14339	50514	5
